feeder_id,feeder_name,uc_name,province,district,consumers,circuit_length_km,peak_load_mw,td_loss_percent,technical_loss_percent,non_technical_loss_percent,recovery_percent,line_type,maintenance_status,lat,lon
FDR_GHO_0572,Wahi Ghoto No 21 - Wahi Ghoto No 21 Feeder 2,Wahi Ghoto No 21 - Wahi Ghoto No 21,Sindh,Ghotki,3282,20.75,6.3,21.92,6.29,14.39,83.61,33kV,Fair,27.702039371196502,69.59451386763583
FDR_GHO_0573,Wahi Ghoto No 21 - Wahi Ghoto No 21 Feeder 3,Wahi Ghoto No 21 - Wahi Ghoto No 21,Sindh,Ghotki,1093,47.65,7.76,24.34,6.05,13.93,81.9,11kV,Fair,27.697530826351063,69.60688008662054
FDR_GHO_0574,Wahi Ghoto No 21 - Wahi Ghoto No 21 Feeder 4,Wahi Ghoto No 21 - Wahi Ghoto No 21,Sindh,Ghotki,3955,21.63,10.42,24.06,2.93,10.52,93.88,33kV,Poor,27.66921446224672,69.60154384189573
FDR_GHO_0575,Jhangal Malik (at Reti) 06 - Jhangal Malik (at Reti) 06 Feeder 1,Jhangal Malik (at Reti) 06 - Jhangal Malik (at Reti) 06,Sindh,Ghotki,4708,41.26,5.16,34.91,2.22,10.8,81.14,11kV,Good,28.12658075830241,69.7911360105306
FDR_GHO_0576,Jhangal Malik (at Reti) 06 - Jhangal Malik (at Reti) 06 Feeder 2,Jhangal Malik (at Reti) 06 - Jhangal Malik (at Reti) 06,Sindh,Ghotki,3432,22.14,4.27,31.45,4.93,11.68,70.47,33kV,Good,28.119200405003145,69.76315111529907
FDR_GHO_0577,Kamu Shaheed No 07 - Kamu Shaheed No 07 Feeder 1,Kamu Shaheed No 07 - Kamu Shaheed No 07,Sindh,Ghotki,3576,25.17,9.92,12.91,2.42,8.58,74.56,11kV,Fair,28.15946819028178,69.78020819640953
FDR_GHO_0578,Kamu Shaheed No 07 - Kamu Shaheed No 07 Feeder 2,Kamu Shaheed No 07 - Kamu Shaheed No 07,Sindh,Ghotki,4659,21.7,4.52,21.01,3.1,23.16,94.58,11kV,Good,28.16208108096276,69.79251172065777
FDR_GHO_0579,Kamu Shaheed No 07 - Kamu Shaheed No 07 Feeder 3,Kamu Shaheed No 07 - Kamu Shaheed No 07,Sindh,Ghotki,2004,26.55,13.68,20.08,5.24,4.29,93.46,33kV,Poor,28.15977495203243,69.77674350473514
FDR_GHO_0580,Khambra No 05 - Khambra No 05 Feeder 1,Khambra No 05 - Khambra No 05,Sindh,Ghotki,3823,19.03,10.7,14.97,7.74,22.3,67.9,11kV,Fair,28.25378158946832,69.77818571058347
FDR_GHO_0581,Khambra No 05 - Khambra No 05 Feeder 2,Khambra No 05 - Khambra No 05,Sindh,Ghotki,2398,37.61,9.58,29.64,6.89,17.66,93.51,11kV,Fair,28.22719517103498,69.7709091438144
FDR_GHO_0582,Khambra No 05 - Khambra No 05 Feeder 3,Khambra No 05 - Khambra No 05,Sindh,Ghotki,3996,42.14,9.17,15.97,4.97,23.85,72.88,11kV,Good,28.22789479237342,69.76908299534949
FDR_GHO_0583,Khambra No 05 - Khambra No 05 Feeder 4,Khambra No 05 - Khambra No 05,Sindh,Ghotki,1689,27.63,4.02,24.74,4.09,12.86,83.45,11kV,Poor,28.25342644203943,69.77878877702436
FDR_GHO_0584,Langho No 02 - Langho No 02 Feeder 1,Langho No 02 - Langho No 02,Sindh,Ghotki,533,6.52,2.54,11.63,2.36,7.61,61.78,33kV,Good,28.192088261753298,69.70506270649751
FDR_GHO_0585,Langho No 02 - Langho No 02 Feeder 2,Langho No 02 - Langho No 02,Sindh,Ghotki,2061,48.89,7.85,5.25,6.48,16.45,77.29,33kV,Good,28.197214847300792,69.70962964900697
FDR_GHO_0586,Ranwati No 04 - Ranwati No 04 Feeder 1,Ranwati No 04 - Ranwati No 04,Sindh,Ghotki,3556,47.73,2.38,4.13,3.96,13.72,64.15,33kV,Poor,28.1452017146429,69.58616398943037
FDR_GHO_0587,Ranwati No 04 - Ranwati No 04 Feeder 2,Ranwati No 04 - Ranwati No 04,Sindh,Ghotki,3690,25.84,1.5,13.47,3.1,19.05,70.83,11kV,Fair,28.14084218201438,69.56258547742262
FDR_GHO_0588,Ranwati No 04 - Ranwati No 04 Feeder 3,Ranwati No 04 - Ranwati No 04,Sindh,Ghotki,3365,27.42,1.45,4.53,6.84,14.69,96.91,33kV,Fair,28.165744145908363,69.59561632840087
FDR_GHO_0589,Ubauro No 01 - Ubauro No 01 Feeder 1,Ubauro No 01 - Ubauro No 01,Sindh,Ghotki,3964,14.65,5.75,18.16,7.4,21.81,61.51,33kV,Good,28.176393421262148,69.72459738958028
FDR_GHO_0590,Ubauro No 01 - Ubauro No 01 Feeder 2,Ubauro No 01 - Ubauro No 01,Sindh,Ghotki,2452,28.51,7.6,19.99,4.69,15.07,82.54,11kV,Fair,28.15425078485965,69.72632217950938
FDR_GHO_0591,Ubauro No 01 - Ubauro No 01 Feeder 3,Ubauro No 01 - Ubauro No 01,Sindh,Ghotki,4274,25.49,5.7,23.34,3.92,15.88,88.2,33kV,Good,28.170685921847724,69.7319912673348
FDR_GHO_0592,Ubauro No 01 - Ubauro No 01 Feeder 4,Ubauro No 01 - Ubauro No 01,Sindh,Ghotki,1965,35.73,9.88,33.65,5.25,20.53,95.13,33kV,Good,28.1519033748215,69.70504520783321
FDR_GHO_0593,Wasti Jiwan Shah No 03 - Wasti Jiwan Shah No 03 Feeder 1,Wasti Jiwan Shah No 03 - Wasti Jiwan Shah No 03,Sindh,Ghotki,2423,9.49,10.41,30.05,7.95,22.39,62.69,33kV,Poor,28.147957069651035,69.66202085456916
FDR_GHO_0594,Wasti Jiwan Shah No 03 - Wasti Jiwan Shah No 03 Feeder 2,Wasti Jiwan Shah No 03 - Wasti Jiwan Shah No 03,Sindh,Ghotki,4212,20.95,4.03,33.0,3.42,2.64,92.57,11kV,Good,28.142475929880145,69.63916874555696
FDR_HYD_0595,Haji Sawan Khan Gopang - Haji Sawan Khan Gopang Feeder 1,Haji Sawan Khan Gopang - Haji Sawan Khan Gopang,Sindh,Hyderabad,3692,49.92,10.22,14.94,7.94,13.32,91.46,11kV,Fair,25.412628816859208,68.53582593108408
FDR_HYD_0596,Haji Sawan Khan Gopang - Haji Sawan Khan Gopang Feeder 2,Haji Sawan Khan Gopang - Haji Sawan Khan Gopang,Sindh,Hyderabad,4663,44.41,11.09,22.37,2.76,6.61,62.58,33kV,Poor,25.411707279119717,68.54783489110709
FDR_HYD_0597,Haji Sawan Khan Gopang - Haji Sawan Khan Gopang Feeder 3,Haji Sawan Khan Gopang - Haji Sawan Khan Gopang,Sindh,Hyderabad,4448,48.62,14.61,24.92,7.91,5.83,97.18,11kV,Fair,25.413416014104794,68.53873309823977
FDR_HYD_0598,Hatri - Hatri Feeder 1,Hatri - Hatri,Sindh,Hyderabad,4161,47.14,12.21,13.21,3.02,25.26,71.09,11kV,Fair,25.422454785216082,68.39026132275355
FDR_HYD_0599,Hatri - Hatri Feeder 2,Hatri - Hatri,Sindh,Hyderabad,2039,21.5,1.71,29.06,2.65,2.45,70.43,11kV,Fair,25.46113088267642,68.37271696917014
FDR_HYD_0600,Hatri - Hatri Feeder 3,Hatri - Hatri,Sindh,Hyderabad,4137,9.07,8.6,29.36,3.87,23.92,96.21,11kV,Poor,25.460288684399163,68.38015544947525
FDR_HYD_0601,Hatri - Hatri Feeder 4,Hatri - Hatri,Sindh,Hyderabad,4166,33.89,5.86,16.41,7.29,13.39,92.73,11kV,Fair,25.45325457435582,68.3601632415562
FDR_HYD_0602,Husri - Husri Feeder 1,Husri - Husri,Sindh,Hyderabad,3735,19.51,12.09,30.25,4.47,3.66,66.16,33kV,Fair,25.33936845380855,68.46331241197639
FDR_HYD_0603,Husri - Husri Feeder 2,Husri - Husri,Sindh,Hyderabad,749,18.05,14.47,22.18,2.84,9.37,90.38,11kV,Poor,25.304312028882862,68.4573007347623
FDR_HYD_0604,Husri - Husri Feeder 3,Husri - Husri,Sindh,Hyderabad,4070,41.89,3.55,28.15,4.4,21.34,60.4,33kV,Good,25.336503809703235,68.43833803984829
FDR_HYD_0605,Latifabad-24 - Latifabad-24 Feeder 1,Latifabad-24 - Latifabad-24,Sindh,Hyderabad,2496,47.39,7.74,31.49,2.17,5.32,67.66,33kV,Good,25.272104663453305,68.47345239197267
FDR_HYD_0606,Latifabad-24 - Latifabad-24 Feeder 2,Latifabad-24 - Latifabad-24,Sindh,Hyderabad,786,11.2,9.84,23.52,5.65,20.63,82.44,33kV,Good,25.2445876669539,68.48051863331462
FDR_HYD_0607,Latifabad-24 - Latifabad-24 Feeder 3,Latifabad-24 - Latifabad-24,Sindh,Hyderabad,2552,42.08,2.71,16.94,7.62,17.09,77.0,11kV,Poor,25.270779769649653,68.48752485224277
FDR_HYD_0608,Masu Bhurgari - Masu Bhurgari Feeder 1,Masu Bhurgari - Masu Bhurgari,Sindh,Hyderabad,1232,10.12,4.88,10.87,4.77,17.42,95.71,11kV,Fair,25.46199744773384,68.39382110680803
FDR_HYD_0609,Masu Bhurgari - Masu Bhurgari Feeder 2,Masu Bhurgari - Masu Bhurgari,Sindh,Hyderabad,1891,23.4,1.95,17.22,7.28,12.84,91.89,11kV,Fair,25.465300722732024,68.40536596797877
FDR_HYD_0610,Masu Bhurgari - Masu Bhurgari Feeder 3,Masu Bhurgari - Masu Bhurgari,Sindh,Hyderabad,1898,18.13,11.61,23.73,7.19,5.71,96.87,11kV,Poor,25.4934569049645,68.41299327422911
FDR_HYD_0611,Moolan - Moolan Feeder 1,Moolan - Moolan,Sindh,Hyderabad,2526,42.12,1.09,32.17,7.69,8.99,65.13,11kV,Good,25.29889162291298,68.56719822219823
FDR_HYD_0612,Moolan - Moolan Feeder 2,Moolan - Moolan,Sindh,Hyderabad,1795,37.73,14.33,27.83,2.86,11.42,69.58,33kV,Poor,25.32071172723703,68.57950139429165
FDR_HYD_0613,Muso Khatian - Muso Khatian Feeder 1,Muso Khatian - Muso Khatian,Sindh,Hyderabad,978,25.7,4.22,17.23,4.86,20.42,65.83,11kV,Good,25.432993253043637,68.50315409046792
FDR_HYD_0614,Muso Khatian - Muso Khatian Feeder 2,Muso Khatian - Muso Khatian,Sindh,Hyderabad,3550,46.35,10.0,20.48,4.23,24.02,67.2,11kV,Good,25.451419776040762,68.53171911904465
FDR_HYD_0615,Muso Khatian - Muso Khatian Feeder 3,Muso Khatian - Muso Khatian,Sindh,Hyderabad,594,10.86,7.05,18.85,5.02,19.25,82.61,11kV,Fair,25.4261423994445,68.53368878855417
FDR_HYD_0616,Muso Khatian - Muso Khatian Feeder 4,Muso Khatian - Muso Khatian,Sindh,Hyderabad,2921,42.77,2.03,26.11,6.58,24.77,61.1,33kV,Good,25.448640276494935,68.50569060217781
FDR_HYD_0617,Tando Fazal - Tando Fazal Feeder 1,Tando Fazal - Tando Fazal,Sindh,Hyderabad,3977,40.54,3.47,7.82,6.78,1.48,75.33,33kV,Fair,25.290588339428755,68.52387854009848
FDR_HYD_0618,Tando Fazal - Tando Fazal Feeder 2,Tando Fazal - Tando Fazal,Sindh,Hyderabad,1162,26.36,4.75,9.96,4.8,12.53,65.1,11kV,Fair,25.256815164122777,68.54731406645891
FDR_HYD_0619,Tando Fazal - Tando Fazal Feeder 3,Tando Fazal - Tando Fazal,Sindh,Hyderabad,4454,37.21,14.45,11.68,2.79,4.34,88.43,11kV,Poor,25.25839617262602,68.54540376934213
FDR_HYD_0620,Tando Hyder - Tando Hyder Feeder 1,Tando Hyder - Tando Hyder,Sindh,Hyderabad,4019,15.67,10.21,17.21,6.35,5.31,72.67,33kV,Good,25.34699622430525,68.47903922250597
FDR_HYD_0621,Tando Hyder - Tando Hyder Feeder 2,Tando Hyder - Tando Hyder,Sindh,Hyderabad,4301,43.33,7.38,17.33,4.24,3.91,70.43,33kV,Poor,25.33578692502642,68.44655609417076
FDR_HYD_0622,Tando Qaisar - Tando Qaisar Feeder 1,Tando Qaisar - Tando Qaisar,Sindh,Hyderabad,2117,12.81,13.09,19.24,3.04,21.02,63.01,11kV,Poor,25.392056294001566,68.48717372886752
FDR_HYD_0623,Tando Qaisar - Tando Qaisar Feeder 2,Tando Qaisar - Tando Qaisar,Sindh,Hyderabad,4974,7.22,4.9,12.47,2.61,22.84,76.49,11kV,Fair,25.39262520150674,68.51519591838333
FDR_HYD_0624,Tando Qaisar - Tando Qaisar Feeder 3,Tando Qaisar - Tando Qaisar,Sindh,Hyderabad,4957,28.22,4.94,30.66,5.2,12.85,77.95,33kV,Good,25.399444499815424,68.51447265905293
FDR_HYD_0625,Tando Qaisar - Tando Qaisar Feeder 4,Tando Qaisar - Tando Qaisar,Sindh,Hyderabad,2741,9.15,5.53,30.99,5.3,11.39,90.76,33kV,Poor,25.371104130150368,68.50132913513534
FDR_HYD_0626,Latifabad-20 - Latifabad-20 Feeder 1,Latifabad-20 - Latifabad-20,Sindh,Hyderabad,2039,35.14,13.58,20.13,3.21,2.79,85.59,33kV,Poor,25.254210742303943,68.45636546300757
FDR_HYD_0627,Latifabad-20 - Latifabad-20 Feeder 2,Latifabad-20 - Latifabad-20,Sindh,Hyderabad,3469,39.27,12.41,17.51,7.04,1.77,60.79,11kV,Poor,25.256578998724642,68.48310866762736
FDR_HYD_0628,Latifabad-20 - Latifabad-20 Feeder 3,Latifabad-20 - Latifabad-20,Sindh,Hyderabad,3258,9.46,2.45,11.33,5.1,23.32,82.76,33kV,Good,25.224751176605796,68.45762589121978
FDR_HYD_0629,Latifabad-20 - Latifabad-20 Feeder 4,Latifabad-20 - Latifabad-20,Sindh,Hyderabad,945,11.21,6.65,33.4,2.01,9.44,92.65,33kV,Good,25.24542775309723,68.490856197921
FDR_HYD_0630,Latifabad-21 - Latifabad-21 Feeder 1,Latifabad-21 - Latifabad-21,Sindh,Hyderabad,2454,43.07,4.25,25.93,3.63,2.67,61.29,33kV,Good,25.21209814375217,68.44562704398447
FDR_HYD_0631,Latifabad-21 - Latifabad-21 Feeder 2,Latifabad-21 - Latifabad-21,Sindh,Hyderabad,536,6.54,4.58,7.49,5.58,5.29,71.31,33kV,Good,25.201162064975716,68.4379192041406
FDR_HYD_0632,Latifabad-21 - Latifabad-21 Feeder 3,Latifabad-21 - Latifabad-21,Sindh,Hyderabad,2307,15.3,7.14,10.06,6.84,22.46,61.89,33kV,Fair,25.19966966287708,68.46782891625325
FDR_HYD_0633,Latifabad-22 - Latifabad-22 Feeder 1,Latifabad-22 - Latifabad-22,Sindh,Hyderabad,522,9.79,1.36,16.8,7.41,9.54,68.65,33kV,Poor,25.237421666244543,68.47976966718272
FDR_HYD_0634,Latifabad-22 - Latifabad-22 Feeder 2,Latifabad-22 - Latifabad-22,Sindh,Hyderabad,768,16.47,2.06,28.44,4.57,21.39,76.43,11kV,Fair,25.209569378713415,68.44848320534986
FDR_HYD_0635,Latifabad-23 - Latifabad-23 Feeder 1,Latifabad-23 - Latifabad-23,Sindh,Hyderabad,1368,38.41,3.43,25.98,5.46,10.45,95.94,33kV,Fair,25.336588301270606,68.3866837802263
FDR_HYD_0636,Latifabad-23 - Latifabad-23 Feeder 2,Latifabad-23 - Latifabad-23,Sindh,Hyderabad,3361,25.62,1.4,19.97,2.72,22.32,64.47,33kV,Poor,25.327861845403962,68.41444501985399
FDR_HYD_0637,Latifabad-25 - Latifabad-25 Feeder 1,Latifabad-25 - Latifabad-25,Sindh,Hyderabad,1861,27.76,1.08,20.99,5.9,6.07,73.17,33kV,Good,25.323808452762353,68.3620854426259
FDR_HYD_0638,Latifabad-25 - Latifabad-25 Feeder 2,Latifabad-25 - Latifabad-25,Sindh,Hyderabad,3793,39.59,4.69,28.5,4.23,8.34,61.73,33kV,Poor,25.32215983939243,68.34841875119683
FDR_HYD_0639,Latifabad-32 - Latifabad-32 Feeder 1,Latifabad-32 - Latifabad-32,Sindh,Hyderabad,4619,31.72,3.16,27.96,3.33,5.23,83.65,33kV,Fair,25.264493154126527,68.41849148747761
FDR_HYD_0640,Latifabad-32 - Latifabad-32 Feeder 2,Latifabad-32 - Latifabad-32,Sindh,Hyderabad,4514,46.51,14.26,21.08,2.83,16.43,72.87,33kV,Poor,25.291553121627516,68.430824190368
FDR_HYD_0641,Latifabad-32 - Latifabad-32 Feeder 3,Latifabad-32 - Latifabad-32,Sindh,Hyderabad,2794,43.22,10.85,29.07,7.27,1.25,87.86,11kV,Good,25.271721627599156,68.42760810644782
FDR_HYD_0642,Latifabad-32 - Latifabad-32 Feeder 4,Latifabad-32 - Latifabad-32,Sindh,Hyderabad,4821,11.47,14.77,22.09,2.29,10.5,66.48,11kV,Poor,25.29531997952591,68.43457327692913
FDR_HYD_0643,Unknown1 - Unknown1 Feeder 1,Unknown1 - Unknown1,Sindh,Hyderabad,4339,18.84,7.27,13.21,2.46,26.27,97.12,11kV,Fair,25.37581538211708,68.31152799375903
FDR_HYD_0644,Unknown1 - Unknown1 Feeder 2,Unknown1 - Unknown1,Sindh,Hyderabad,844,7.52,5.1,9.48,3.44,6.08,93.48,11kV,Good,25.3528672178828,68.33850384853815
FDR_HYD_0645,Unknown1 - Unknown1 Feeder 3,Unknown1 - Unknown1,Sindh,Hyderabad,3377,39.59,7.48,32.71,3.78,5.03,69.14,33kV,Fair,25.35553356815624,68.34106353534723
FDR_HYD_0646,Unknown11 - Unknown11 Feeder 1,Unknown11 - Unknown11,Sindh,Hyderabad,936,16.04,9.36,25.2,4.04,7.09,65.87,11kV,Poor,25.24818938895622,68.33296023263571
FDR_HYD_0647,Unknown11 - Unknown11 Feeder 2,Unknown11 - Unknown11,Sindh,Hyderabad,885,47.98,9.69,33.89,3.25,17.17,88.94,33kV,Poor,25.245853470408658,68.33956648828308
FDR_HYD_0648,Unknown11 - Unknown11 Feeder 3,Unknown11 - Unknown11,Sindh,Hyderabad,3234,45.97,1.95,11.14,5.02,4.64,87.29,11kV,Good,25.25809825514168,68.32596309361071
FDR_HYD_0649,Unknown2 - Unknown2 Feeder 1,Unknown2 - Unknown2,Sindh,Hyderabad,4576,8.67,14.25,29.07,7.37,7.35,63.89,33kV,Poor,25.39161827828919,68.34699403959823
FDR_HYD_0650,Unknown2 - Unknown2 Feeder 2,Unknown2 - Unknown2,Sindh,Hyderabad,4532,44.64,2.91,13.81,6.48,3.66,88.2,33kV,Good,25.36724686462538,68.36794788344113
FDR_HYD_0651,Unknown2 - Unknown2 Feeder 3,Unknown2 - Unknown2,Sindh,Hyderabad,2525,33.14,11.89,33.9,5.44,8.5,95.59,11kV,Poor,25.39350571762099,68.36357755814342
FDR_HYD_0652,Unknown2 - Unknown2 Feeder 4,Unknown2 - Unknown2,Sindh,Hyderabad,1220,17.33,10.18,15.95,5.51,26.86,85.51,11kV,Poor,25.40102140216419,68.3414661925478
FDR_HYD_0653,Unknown3 - Unknown3 Feeder 1,Unknown3 - Unknown3,Sindh,Hyderabad,4584,45.07,3.13,16.63,7.53,20.29,92.59,11kV,Poor,25.40179568306038,68.32741759288362
FDR_HYD_0654,Unknown3 - Unknown3 Feeder 2,Unknown3 - Unknown3,Sindh,Hyderabad,770,32.01,13.81,4.28,2.8,14.26,92.27,11kV,Good,25.426932331221575,68.33799394217644
FDR_HYD_0655,Unknown3 - Unknown3 Feeder 3,Unknown3 - Unknown3,Sindh,Hyderabad,4438,14.84,4.55,7.05,6.9,4.09,87.68,11kV,Fair,25.420953850286445,68.33098017821008
FDR_HYD_0656,Unknown4 - Unknown4 Feeder 1,Unknown4 - Unknown4,Sindh,Hyderabad,2109,44.43,6.45,13.12,5.47,9.69,76.96,33kV,Poor,25.3862796531751,68.32674436425697
FDR_HYD_0657,Unknown4 - Unknown4 Feeder 2,Unknown4 - Unknown4,Sindh,Hyderabad,2125,9.74,9.27,11.12,5.56,24.75,73.23,33kV,Fair,25.390873387505398,68.3233889540767
FDR_HYD_0658,Unknown4 - Unknown4 Feeder 3,Unknown4 - Unknown4,Sindh,Hyderabad,2829,11.19,3.87,5.96,4.41,18.66,62.8,33kV,Fair,25.376218014561942,68.30441670720947
FDR_HYD_0659,Unknown5 - Unknown5 Feeder 1,Unknown5 - Unknown5,Sindh,Hyderabad,1747,45.92,1.89,22.66,6.17,15.81,76.45,33kV,Fair,25.39934031438551,68.31419582138238
FDR_HYD_0660,Unknown5 - Unknown5 Feeder 2,Unknown5 - Unknown5,Sindh,Hyderabad,1499,23.47,14.02,31.72,6.86,7.6,70.14,11kV,Poor,25.380978426029706,68.34836749226365
FDR_HYD_0661,Unknown5 - Unknown5 Feeder 3,Unknown5 - Unknown5,Sindh,Hyderabad,3706,29.65,11.81,29.29,7.56,22.21,86.3,33kV,Poor,25.40039640457965,68.34920078612407
FDR_HYD_0662,Unknown5 - Unknown5 Feeder 4,Unknown5 - Unknown5,Sindh,Hyderabad,573,40.93,1.33,22.68,7.32,12.68,89.29,11kV,Good,25.39414021336591,68.31967324904734
FDR_HYD_0663,Unknown6 - Unknown6 Feeder 1,Unknown6 - Unknown6,Sindh,Hyderabad,1517,25.53,5.49,11.01,5.92,23.4,96.23,11kV,Good,25.421449212972405,68.36886551618475
FDR_HYD_0664,Unknown6 - Unknown6 Feeder 2,Unknown6 - Unknown6,Sindh,Hyderabad,1381,22.56,14.85,29.72,7.59,10.93,94.18,11kV,Poor,25.433116756899242,68.34482997534533
FDR_HYD_0665,Unknown6 - Unknown6 Feeder 3,Unknown6 - Unknown6,Sindh,Hyderabad,1287,42.43,6.73,3.34,5.78,21.56,76.79,33kV,Good,25.407515511545352,68.34013798358663
FDR_HYD_0666,Unknown7 - Unknown7 Feeder 1,Unknown7 - Unknown7,Sindh,Hyderabad,2891,27.75,8.62,26.79,4.66,15.84,88.28,33kV,Fair,25.416549225844946,68.32993134911018
FDR_HYD_0667,Unknown7 - Unknown7 Feeder 2,Unknown7 - Unknown7,Sindh,Hyderabad,4125,42.65,6.77,7.36,7.86,5.46,83.31,33kV,Good,25.396117297090882,68.33509508159209
FDR_HYD_0668,Unknown9 - Unknown9 Feeder 1,Unknown9 - Unknown9,Sindh,Hyderabad,4009,46.47,2.33,33.25,6.57,25.44,81.74,33kV,Fair,25.244393596477735,68.41665102382865
FDR_HYD_0669,Unknown9 - Unknown9 Feeder 2,Unknown9 - Unknown9,Sindh,Hyderabad,3442,16.21,4.08,8.61,2.09,26.29,86.74,33kV,Fair,25.25418598887314,68.40945812857763
FDR_HYD_0670,Unknown9 - Unknown9 Feeder 3,Unknown9 - Unknown9,Sindh,Hyderabad,2550,37.94,5.12,32.46,7.62,7.33,75.38,33kV,Fair,25.258420758281993,68.39535446882161
FDR_HYD_0671,Unknown9 - Unknown9 Feeder 4,Unknown9 - Unknown9,Sindh,Hyderabad,3880,34.19,7.79,28.38,3.37,26.22,61.41,11kV,Good,25.24803273230799,68.41085910216424
FDR_HYD_0672,Qasimabad-4 - Qasimabad-4 Feeder 1,Qasimabad-4 - Qasimabad-4,Sindh,Hyderabad,3406,45.0,3.47,33.81,7.11,4.72,87.1,11kV,Poor,25.435868283367395,68.30927862280713
FDR_HYD_0673,Qasimabad-4 - Qasimabad-4 Feeder 2,Qasimabad-4 - Qasimabad-4,Sindh,Hyderabad,4914,35.14,8.28,11.31,6.97,18.11,81.55,33kV,Poor,25.425457965785032,68.3055895843909
FDR_HYD_0674,Unknown10 - Unknown10 Feeder 1,Unknown10 - Unknown10,Sindh,Hyderabad,632,30.17,13.22,17.65,3.84,1.17,93.55,33kV,Fair,25.421215917740703,68.30181938416327
FDR_HYD_0675,Unknown10 - Unknown10 Feeder 2,Unknown10 - Unknown10,Sindh,Hyderabad,4393,9.03,4.8,29.05,5.97,3.86,77.95,33kV,Poor,25.402255566637315,68.2977650356778
FDR_HYD_0676,Unknown10 - Unknown10 Feeder 3,Unknown10 - Unknown10,Sindh,Hyderabad,2226,7.02,13.0,4.23,2.94,20.63,93.26,11kV,Fair,25.40556498778592,68.29962287556634
FDR_HYD_0677,Unknown8 - Unknown8 Feeder 1,Unknown8 - Unknown8,Sindh,Hyderabad,900,31.38,7.84,25.54,6.6,2.6,67.17,33kV,Poor,25.409192519879443,68.28556760729872
FDR_HYD_0678,Unknown8 - Unknown8 Feeder 2,Unknown8 - Unknown8,Sindh,Hyderabad,1592,43.08,12.59,14.5,5.62,25.38,64.52,33kV,Good,25.413035438034154,68.30638350051836
FDR_JAC_0679,Allahabad - Allahabad Feeder 1,Allahabad - Allahabad,Sindh,Jacobabad,609,15.43,9.87,34.26,3.99,4.41,83.86,33kV,Fair,28.06362571883465,68.04450374856845
FDR_JAC_0680,Allahabad - Allahabad Feeder 2,Allahabad - Allahabad,Sindh,Jacobabad,4498,17.58,12.21,24.49,7.55,16.84,97.2,11kV,Good,28.06936246828707,68.05722383719566
FDR_JAC_0681,Allahabad - Allahabad Feeder 3,Allahabad - Allahabad,Sindh,Jacobabad,4306,25.33,3.41,14.16,2.35,2.16,97.54,33kV,Fair,28.05937186689947,68.02345202042538
FDR_JAC_0682,Allanpur - Allanpur Feeder 1,Allanpur - Allanpur,Sindh,Jacobabad,636,37.75,5.93,23.17,3.88,14.45,82.49,11kV,Fair,28.038904498394732,68.22410646066623
FDR_JAC_0683,Allanpur - Allanpur Feeder 2,Allanpur - Allanpur,Sindh,Jacobabad,3207,47.71,13.37,33.44,4.36,5.71,77.69,33kV,Good,28.039355264248762,68.22485989855575
FDR_JAC_0684,Allanpur - Allanpur Feeder 3,Allanpur - Allanpur,Sindh,Jacobabad,1151,18.61,7.24,16.82,2.35,9.99,94.61,33kV,Poor,28.06111682547309,68.2444295591078
FDR_JAC_0685,Allanpur - Allanpur Feeder 4,Allanpur - Allanpur,Sindh,Jacobabad,810,13.72,3.06,8.09,4.81,1.61,67.51,33kV,Good,28.037135732816747,68.25556389824004
FDR_JAC_0686,Garhikhairo - Garhikhairo Feeder 1,Garhikhairo - Garhikhairo,Sindh,Jacobabad,2037,25.1,4.01,9.5,2.37,8.47,71.64,11kV,Good,28.043934685115214,67.96549565348623
FDR_JAC_0687,Garhikhairo - Garhikhairo Feeder 2,Garhikhairo - Garhikhairo,Sindh,Jacobabad,4934,31.36,12.04,15.52,5.01,6.94,62.6,33kV,Good,28.04417374003362,67.97966906999638
FDR_JAC_0688,Garhikhairo - Garhikhairo Feeder 3,Garhikhairo - Garhikhairo,Sindh,Jacobabad,3057,20.77,2.26,6.17,2.7,7.78,79.94,11kV,Good,28.052041848071514,67.98255911187903
FDR_JAC_0689,Garhikhairo - Garhikhairo Feeder 4,Garhikhairo - Garhikhairo,Sindh,Jacobabad,760,11.98,13.71,30.2,5.93,16.59,95.96,33kV,Good,28.042737710930552,67.97162769463708
FDR_JAC_0690,Khudabad - Khudabad Feeder 1,Khudabad - Khudabad,Sindh,Jacobabad,4947,30.49,6.25,29.14,6.18,10.59,92.14,11kV,Poor,28.04485929620344,68.12787395494055
FDR_JAC_0691,Khudabad - Khudabad Feeder 2,Khudabad - Khudabad,Sindh,Jacobabad,3824,27.43,4.05,22.19,6.34,23.61,97.81,11kV,Poor,28.0211466539718,68.12242142418248
FDR_JAC_0692,Miranpur - Miranpur Feeder 1,Miranpur - Miranpur,Sindh,Jacobabad,2580,9.37,14.77,3.06,7.67,16.14,64.69,11kV,Fair,28.100770854652644,68.20092308211481
FDR_JAC_0693,Miranpur - Miranpur Feeder 2,Miranpur - Miranpur,Sindh,Jacobabad,1014,20.55,10.96,22.74,2.32,13.56,90.14,33kV,Poor,28.134633680109218,68.1878290337384
FDR_JAC_0694,Mohammadpur - Mohammadpur Feeder 1,Mohammadpur - Mohammadpur,Sindh,Jacobabad,618,14.19,14.7,27.58,6.95,4.65,93.25,33kV,Good,27.993755544557967,68.24970029031591
